"","synthetic_question","article_ids"
485,"Quels employeurs peuvent bénéficier d'une intervention pour l'aménagement du poste de travail d'un travailleur handicapé selon cet article de la loi belge?",8609
486,"Quelles conséquences peuvent résulter des erreurs d'arpentage selon cet article de loi?",3618
487,"Quelles informations doivent figurer dans le protocole fourni par un laboratoire agréé pour la mesure d'agents physiques selon l'article de loi donné ?",21325
488,"Quelles sont les modalités de participation prévues pour les usagers dans le cadre de ce service en vertu de l'article de la loi statutaire donné?",9099
489,"Quel est le délai imparti au ministre pour statuer sur l'avant-projet en vertu de cet article de la loi?",9299
490,"Quelles sont les conditions dans lesquelles les engagements du mandataire sont exécutés à l'égard des tiers qui sont de bonne foi?",2728
491,"La question à poser selon l'article de loi donné pourrait être : ""Dans quels cas la Cour de cassation ordonne-t-elle la réouverture de la procédure?""",13715
492,"Quelle autorisation est requise pour qu'une personne protégée puisse conclure un contrat de mariage ou modifier son régime matrimonial selon cet article de loi?",2239
493,"Quel est le contenu que le cadre est spécifiquement chargé de fixer selon l'article 5, alinéa 2, de l'arrêté mentionné ?",9566
494,"Quelles sont les conditions requises pour être nommé conseiller social, effectif ou suppléant à la cour du travail de Liège ?",4069
495,"Quelles sont les principales étapes que la personne de confiance ou le conseiller en prévention doit suivre dans les dix jours suivant le premier contact avec un travailleur en vertu de l'article mentionné?",20988
496,"Quels types de permis sont inclus dans la définition du terme ""permis"" pour l'application de la présente partie de la loi?",11819
497,"Quel est le rôle des commissions de normalisation et des opérateurs sectoriels de normalisation en matière d'exécution des programmes de normalisation?",14780
498,"L'article de loi mentionne-t-il des exigences spécifiques concernant l'approvisionnement en eau pour les lavabos dans un lieu de travail en Belgique ?",21458
499,"Quels sont les quatre types de dispositifs mobiles mentionnés dans l'article de la loi statutaire donné ?",8243
500,"Quels sont les droits attribués à l'artiste-interprète ou exécutant en cas de non-respect par le producteur de phonogrammes des obligations liées à la mise à la disposition du public du phonogramme?",15129
501,"Quel est le rôle de l'employeur en ce qui concerne l'évaluation et le choix des équipements de protection contre l'incendie selon l'article donné ?",21507
502,"Quelles sont les conditions et les démarches à suivre pour qu'un service d'accueil puisse bénéficier du supplément mobilité tel que prévu par l'article 1er de la loi ?",8887
503,"Quelles sont les exigences en termes d'horaires et de répartition des heures de service pour un service spécialisé dans l'accompagnement des victimes de violences basées sur le genre, tel que stipulé dans l'article 149/13 du Code décrétal ?",7514
504,"Quelle est la procédure à suivre si le conseiller en prévention-médecin du travail recommande que le travailleur soit muté pour une période déterminée à un poste de travail ou une activité spécifique selon l'article de la loi cité ?",21091
505,"Quel est le montant horaire maximal de la rémunération pour les travailleurs de la section 3 visée à l'article 998 de la loi en question ?",8478
506,"Quels sont les éléments qui doivent être inclus dans le plan d'action du réseau selon l'article de la loi?",10748
507,"Quelles sont les conditions spécifiques aux demandes en réparation collective et individuelle selon l'article donné?",15677
508,"Quels sont les critères permettant de déterminer si une obligation est solidaire entre plusieurs créanciers selon l'article de loi cité ?",2085
509,"Quelles sont les pièces qui doivent être jointes à la convocation des parties autres que le requérant après l'inscription de la requête au rôle général conformément à cet article de la loi belge ?",5550
510,"Quelle est l'autorité responsable du contrôle de la situation financière, des comptes annuels et de la régularité des opérations à constater dans les comptes annuels d'une société selon cet article de loi statutaire belge ?",12147
511,"Quelles sont les responsabilités du poste envers un Belge en situation de détresse extrême à l'étranger selon l'article de loi donné?",2948
512,"Quel est le délai maximum pour introduire une action en cas d'application de l'article 375 du Code des impôts sur les revenus 92?",5636
513,"Quelles sont les dispositions du chapitre II, section 3, § 2 qui s'appliquent à la reconnaissance des décisions étrangères de conversion d'adoption non régies par la Convention ?",1247
514,"Quels actes et travaux sont couverts par le permis d'urbanisme et d'urbanisation en vertu du paragraphe 1 de l'article donné?",12966
515,"Quelles entités sont tenues de mettre en œuvre un Plan d'actions pour l'énergie durable (PLAGE) en vertu de cet article de la loi belge ?",45
516,"Quelle est la procédure à suivre pour transformer un schéma de structure communal en un schéma de développement communal selon l'article en question ?",12638
517,"Quelles sont les mesures prises en cas d'échec de la procédure judiciaire de recouvrement des parts contributives impayées par la personne handicapée?",8759
518,"Quelles sont les conséquences pour un contribuable en cas de déclaration tardive, inexacte, incomplète ou de paiement tardif de la taxe sur les comptes-titres conformément à l'article de la loi mentionné?",22291
519,"Quels sont les critères à remplir pour pouvoir bénéficier de la réaffectation des points non utilisés selon l'article donné du droit belge ?",8858
520,"Quels matériaux peuvent être utilisés pour placer et recouvrir les réservoirs conformément à l'article donné?",21556
521,"Quelles modalités doivent être respectées par un copropriétaire pour se faire assister par une personne lors d'une assemblée générale de copropriété selon l'article de loi donné ?",1494
522,"Quelles sont les modalités de la concertation pluridisciplinaire déterminées par le Gouvernement une fois la demande du centre de planning familial accueillie ?",10194
523,"Quelle peine encourt une personne qui a contrefait des monnaies libellées en euro selon l'article de loi donné ?",6272
524,"L'évaluation annuelle de la fédération reconnue est-elle obligatoire selon l'article donné?",10821
525,"Quelles sont les autorisations exclusives que l'organisme de radiodiffusion peut accorder en vertu de l'article donné de la loi belge ?",15134
526,"À quel type de contrat de transport de passagers par mer le titre VIII du livre III du Code civil et le titre 4 du livre X du Code de droit économique ne s'appliquent-ils pas ?",19352
527,"Quelles sont les informations que doit contenir le rapport écrit sur le projet de fusion établi par le commissaire, le réviseur d'entreprises ou l'expert-comptable externe désigné selon l'article donné?",20690
528,"Quelle est la procédure à suivre par le collège communal lorsqu'il souhaite ou doit obtenir l'avis du fonctionnaire délégué sur un projet, selon l'article de loi donné?",12779
529,"Quelles sont les dépenses couvertes par les crédits afférents au fonds SIGeC?",10899
530,"Quelles opérations sont assimilées à la scission selon l'article de la loi statutaire belge donné ?

",20659
531,"Quelle est la durée pendant laquelle les déclarations de dépenses électorales sont conservées au greffe du tribunal de première instance selon l'article en question ?",3198
