,synthetic_question,article_ids
3641,"Vous souhaitez déposer des plans pour un projet de construction soumis à une autorisation. L'autorité compétente peut-elle exiger la production de documents complémentaires pour comprendre votre projet, même si vous avez déjà fourni les plans à une échelle différente de celle prévue ?",12757
3642,Un employé a été convoqué pour une concertation avec le conseiller en prévention-médecin du travail. Le conseiller attend-t-il la fin de la concertation pour remplir le formulaire d'évaluation de la santé de l'employé ?,21101
3643,Un employé demande une explication sur la manière dont sont calculés ses points de présence au travail. Les points de présence sont-ils calculés en additionnant les relevés mensuels des journées de présence dans ce cas ?,8971
3644,"Le gouvernement reçoit l'avis concernant un plan environnemental et doit prendre une décision à ce sujet. Le plan modifié nécessitant un rapport sur les incidences environnementales doit-il être à nouveau soumis à des actes d'instruction conformément à l'article 25, §§ 4 et suivants ?",238
3645,Une société coopérative a été récemment constituée en Belgique. Dans quelles circonstances une société coopérative peut-elle être déclarée nulle selon la loi?,20242
3646,Une loi récente a supprimé la Commission des experts. Cette loi a-t-elle entraîné la suppression de la Commission des experts instituée par l'article 29 de la loi organique du 29 mars 1962?,567
3647,"Un agent du Service de contrôle a connaissance d'informations confidentielles lors de l'exercice de ses fonctions. Peut-il ensuite, à la fin de sa fonction, occuper un poste dans une société soumise à un contrôle particulier en Belgique ?",15244
3648,"Suite à une enquête en cours, des actes d'instruction complémentaire pourraient s'avérer cruciaux. Est-il nécessaire que la requête pour accomplir ces actes soit motivée et contienne une élection de domicile en Belgique si le requérant n'y réside pas selon cet article de loi ?",13300
3649,Un service social demande un supplément de subvention de personnel. Est-ce que l'ancienneté pécuniaire moyenne du personnel doit être supérieure à dix ans pour pouvoir bénéficier de ce supplément de subvention ?,8229
3650,Les élections locales approchent et les différents partis politiques présentent des listes de candidats. Est-ce que le nombre de voix obtenu par une liste électorale est déterminé en additionnant les votes valides en tête de liste ou en faveur des candidats de cette liste ?,3246
3651,"Une autorité a dépassé ses pouvoirs lors d'une affaire judiciaire. Est-ce que la Cour de cassation peut annuler les actes, même s'il n'y a eu aucune action en justice de la part des parties concernées et que le délai légal de pourvoi en cassation est passé ?",5187
3652,Un fonctionnaire public a utilisé la force publique contre l'exécution d'une loi. Quelle peine peut encourir le fonctionnaire public pour cette infraction selon l'article de loi mentionné ?,6373
3653,"Une entreprise souhaite faire des appels téléphoniques à des fins de marketing direct. Est-ce que l'association ou l'organisation agréée doit garantir l'accès continu et simple aux données des abonnés pour les appels téléphoniques à des fins de marketing direct, conformément à l'article VI.111 du Code de Droit Economique ?",14288
3654,"Une décision est prise en vertu des articles XX.30, XX.31 et XX.32. Les décisions mentionnées doivent-elles être publiées au Moniteur belge ?",15742
3655,Une commune belge n'a pas présenté un budget en équilibre. Peut-elle appliquer le statut pécuniaire et les échelles de traitement du personnel des ministères à ses agents en cas de défaut budgétaire ?,17314
3656,Un propriétaire souhaite installer un nouveau compteur d'eau dans sa propriété. Doit-il fournir des informations détaillées sur ses besoins en eau actuels et futurs pour que le distributeur détermine le type et le calibre du compteur adéquat ?,16669
3657,Un employeur doit procéder à des évaluations et mesurages en lien avec les champs électromagnétiques dans le cadre du travail. Est-il obligatoire pour l'employeur de faire appel à un laboratoire agréé spécifique pour effectuer ces évaluations ?,21837
3658,Une personne résidant dans une maison d'accueil agréée est informée que son séjour prend fin. Est-ce que la maison d'accueil doit enregistrer officiellement la fin du séjour et les raisons de cette décision dans un registre conformément à la loi ?,10090
3659,Les parents souhaitent désigner un tuteur pour leur enfant. Est-ce nécessaire d'enregistrer la déclaration de désignation d'un tuteur dans un registre central après l'avoir faite devant le juge de paix ou un notaire?,1308
3660,Le gestionnaire d'un établissement a été confronté à une suspension de son titre de fonctionnement par l'Agence compétente. Peut-il demander la levée de cette suspension s'il estime que les motifs initiaux ne sont plus valables ?,9271
3661,Un organisme a mis en œuvre un premier plan concernant les zones de baignade (PLAGE). Le délai pour la réalisation de la première phase des plans PLAGE subséquents est-il fixé à douze mois à compter de la communication du rapport conformément à l'article 2.2.23 ?,47
3662,"Un centre local de promotion de la santé met en œuvre des missions définies par la loi. Est-ce que le centre local de promotion de la santé reçoit une subvention annuelle pour financer ces missions, selon l'article de loi donné ?",10417
3663,"Un individu a été reconnu coupable de trafic de drogue en Belgique, mais les biens acquis illégalement se trouvent à l'étranger. Est-ce que la confiscation spéciale des biens liés à l'infraction peut être ordonnée même s'ils sont situés en dehors du territoire belge ?",6123
3664,Un centre de planning familial souhaite conclure un contrat avec un professionnel indépendant. Est-il obligatoire d'avoir un contrat écrit selon la loi pour ce type de prestations ?,7593
3665,Un individu assume le rôle de directeur-gérant dans une société en Wallonie. Est-il obligatoire pour le directeur-gérant de suivre une formation continue chaque année dans le cadre de ses fonctions ?,12191
3666,"Le Comité ""Bien-être et Santé"" est une entité composée de divers membres représentant différents secteurs liés à la santé en Wallonie. Les membres effectifs du Comité sont-ils nommés par le Gouvernement sur proposition des organisations professionnelles du secteur de l'aide et des soins, des organismes assureurs et du Conseil économique et social de Wallonie ?",9868
3667,"Un individu est accepté dans un centre de formation professionnelle en Belgique.

Est-il obligatoire pour le stagiaire d'établir un contrat avec le centre le jour de son entrée ?",8412
3668,Je suis accusé d'une infraction immobilière et poursuivi en justice. Quelles sont les peines encourues en cas de condamnation pour cette infraction selon l'article de loi mentionné ?,13105
3669,Je suis un employeur ayant des agents chimiques dangereux sur le lieu de travail. Suis-je tenu de fournir des informations sur les mesures d'urgence liées à ces agents chimiques dangereux aux services internes et externes intervenant en cas d'accident ?,21889
3670,Les distributeurs doivent verser un solde excédentaire à la S.P.G.E. avant le 31 mars. Est-ce que les modalités de versement du solde excédentaire sont définies par le Gouvernement ?,16623
3671,"Après la fermeture du scrutin, différents actes sont réalisés par le bureau de vote pour garantir la sécurité des bulletins. Est-ce que le président du bureau peut transporter lui-même les enveloppes contenant les bulletins vers le bureau de dépouillement ?",3053
3672,"Les avocats doivent élire le bâtonnier et les membres du conseil de l'Ordre. Peut un avocat être élu à la fois bâtonnier et membre du conseil de l'Ordre lors des élections, selon la loi en vigueur ?",4408
3673,"Une administration gouvernementale en Belgique envisage d'examiner la légalité et la régularité des opérations d'une autorité publique spécifique. Est-ce que cette administration a le pouvoir de demander et d'obtenir à tout moment des documents et des informations de cette autorité publique pour mener à bien ses contrôles et investigations, selon la loi en vigueur ?",17627
