,synthetic_question,article_ids
3688,Un enfant souhaite établir la filiation avec l'un de ses parents. L'enfant peut-il intenter une action en réclamation d'état pour établir sa filiation ?,1140
3689,"Je résides à Liège, et mon enfant habite à Bruxelles. Quel tribunal serait compétent pour traiter une demande visée à l'article 1322bis concernant des mesures relatives à mon enfant ?",4714
3690,Un ressortissant d'un État membre du Conseil de l'Europe vit en Belgique depuis un certain temps. Peut-il bénéficier de l'assistance judiciaire en Belgique selon la loi mentionnée ?,4752
3691,Je suis une personne détenant le statut de réfugié et habitant en Belgique. Suis-je traité de la même manière que les citoyens belges en ce qui concerne les compétences relatives à l'état civil selon l'article de loi donné ?,2862
3692,"Mon ami, qui est un ressortissant d'un pays tiers, est en détention en Belgique. Est-ce qu'il a le droit de bénéficier de l'assistance consulaire conformément à la loi en Belgique ?",2933
3693,Je suis un ressortissant étranger et je souhaite me marier en Belgique. Dois-je établir un domicile en Belgique pour pouvoir obtenir un certificat de mariage ?,2928
3694,"Je suis de nationalité belge et réside à l'étranger, puis-je solliciter l'exercice de compétences consulaires en dehors de ma circonscription consulaire ? Est-ce que l'article 31 de la loi s'applique à ma situation, même si je vis à l'étranger en tant que Belge ?",2883
3695,Je suis un Belge résidant à l'étranger et je souhaite me marier dans une ambassade belge. Est-ce que le chef du poste consulaire peut délivrer un certificat de non-empêchement à mariage sans que je sois physiquement présent au consulat ?,2927
3696,Je suis un étranger régulièrement autorisé à résider en Belgique. Ai-je les mêmes droits civils que les Belges tant que je continue de résider en Belgique selon la loi en vigueur ?,893
3697,Je suis un réfugié reconnu par la Belgique. Puis-je obtenir un titre de voyage belge avec une durée de validité de deux ans pour faciliter mes déplacements internationaux ?,2912
3698,Mon ami belge a été arrêté à l'étranger. Ai-je droit à une assistance consulaire pour sa situation d'arrestation à l'étranger en tant que proche de nationalité étrangère ?,2936
3699,Je suis de nationalité belge et je réside habituellement dans la circonscription consulaire du poste consulaire en France. Puis-je solliciter les compétences des postes consulaires belges en France pour des actes notariés conformes à la législation belge ?,2872
3700,Je fais face à un problème juridique nécessitant une consultation avec un avocat. Est-ce que l'État alloue des indemnités aux avocats pour fournir une aide juridique de deuxième ligne ?,4401
3701,J'ai besoin de prestations individuelles en tant que personne en situation de détresse sociale. Le conseil pour l'aide individuelle à l'intégration peut-il m'assister pour obtenir ces prestations ?,7662
3702,"Je suis avocat inscrit au barreau d'un autre État membre de l'UE. Puis-je exercer la profession d'avocat en Belgique sans être inscrit au barreau belge, en respectant certaines conditions et restrictions ?",4440
3703,Je travaille pour une commission chargée de rendre des avis urgents sur des propositions de loi. Est-ce que l'assemblée générale doit approuver les avis requis dans des situations urgentes avant de les soumettre aux autorités compétentes et aux chefs de corps des cours et du ministère public ?,4133
3704,Une personne nécessite des prestations d'assistance personnelle à domicile en Belgique. Quels types de prestataires peuvent effectuer ces prestations conformément à l'article de la loi belge en vigueur sur l'assistance personnelle ?,8090
3705,Je suis titulaire d'autres actions dans une société non cotée. Est-ce que je peux recevoir une copie des documents importants avant l'assemblée générale de la société ?,20489
3706,Je suis un avocat exerçant en Belgique. Le Collège des cours et tribunaux peut-il émettre des recommandations contraignantes à mon comité de direction ?,4011
3707,Je suis en pleine procédure de liquidation. Quelles pièces doivent être déposées au greffe pour chaque liquidation selon cet article de loi?,19893
3708,"Je suis un avocat nommé à Bruxelles, membre du Barreau de Bruxelles. Dois-je m'inscrire au tableau de l'Ordre des avocats chaque année d'ici le 1er décembre pour pouvoir exercer ma profession dans la région ?",4381
3709,Je suis actionnaire d'une société belge et je souhaite obtenir des informations pertinentes pour l'assemblée générale. Ai-je le droit de recevoir gratuitement une copie du rapport de l'organe d'administration et du projet de modification statutaire avant l'assemblée générale ?,20786
3710,J'ai acheté un bien meuble corporel à crédit et j'ai arrêté de rembourser le prêt. Est-ce que la reprise de ce bien en infraction aux dispositions de l'article VII.147/25 entraînera la résolution du contrat de crédit et un remboursement des sommes versées par le prêteur dans les trente jours ?,14595
3711,J'ai acheté un appareil électroménager à crédit et je ne parviens plus à payer les mensualités. Que se passe-t-il si le prêteur reprend l'appareil en infraction avec l'article VII. 108 ?,14581
3712,J'ai signé un contrat de crédit hypothécaire pour des biens mobiliers. Ai-je le droit de me rétracter du contrat dans un délai de quatorze jours sans justification ?,14472
3713,Je viens de signer un contrat de crédit à la consommation. Est-ce que le prêteur doit mettre immédiatement le montant du crédit à ma disposition après la signature du contrat ?,14424
3714,Je suis sur le point de signer un contrat de crédit à la consommation pour l'achat d'une voiture. Est-ce que le prêteur a le droit de mettre à ma disposition le montant du crédit par un virement sur mon compte bancaire ou par chèque avant la signature du contrat de crédit ?,14486
3715,Je vends ma résidence principale mais je souhaite avoir la possibilité de la racheter ultérieurement. Est-il possible de prévoir dans le contrat de vente une faculté de rachat ou de réméré selon l'article 1673 du Code civil belge ?,2420
3716,"Je demande un crédit à la consommation, mais ma demande est refusée. Le prêteur est-il tenu de me fournir gratuitement les détails concernant les bases de son refus et les organismes qu'il a consultés en vertu de la loi ?",14471
3717,"J'ai reçu une mise en demeure de mon prêteur concernant un crédit à la consommation. Selon la loi, dans quelles circonstances une clause de déchéance du terme ou de condition résolutoire expresse peut-elle être appliquée pour le non-paiement d'un crédit à la consommation?",14439
3718,"Vous avez été informé du refus d'octroi d'un crédit. Est-ce que le prêteur doit vous communiquer les détails de la consultation de fichiers et les raisons du refus de manière gratuite et immédiate, conformément à l'article mentionné ?",14413
3719,J'ai signé un contrat de crédit pour l'achat d'un véhicule. Puis-je annuler ce contrat et retourner le véhicule sans justification dans les 14 jours suivant sa conclusion ?,14417
3720,Je suis médiateur de dettes et je viens de remplacer un autre médiateur pour un cas spécifique. Quelles informations dois-je transmettre au fichier des avis dans les 24 heures suivant ma décision de remplacement en vertu de l'article 1675/6 ?,5669
3721,Je suis actuellement en médiation de dettes et j'ai récemment accepté un plan de règlement amiable. Quelles informations doivent être transmises par le médiateur de dettes au fichier des avis concernant l'accord intervenu dans le cadre du plan de règlement collectif de dettes ?,5668
3722,Les membres d'une famille se disputent la responsabilité des dettes d'une succession. Les héritiers peuvent-ils être tenus de payer les dettes de la succession même s'ils n'ont pas encore reçu leur part d'héritage?,1771
3723,Je suis une personne physique endettée et non commerçante. Puis-je demander un règlement collectif de dettes si je ne suis pas en mesure de payer mes dettes de manière durable et sans avoir organisé intentionnellement mon insolvabilité ?,5953
3724,Mon grand-père m'a légué une propriété spécifique dans son testament. Suis-je personnellement responsable des dettes de la succession en dehors de la réduction du legs et des créanciers ayant une action hypothécaire ?,1909
3725,Vous avez payé une dette commune au-delà de votre part en tant que cohéritier. Pouvez-vous demander à être remboursé par les autres cohéritiers pour la partie excédentaire que vous avez payée ?,1773
3726,Deux personnes reçoivent un héritage en indivision. Comment se fait la contribution des cohéritiers aux dettes et charges de la succession selon la loi?,1768
3727,Je me suis porté garant pour une personne en difficulté financière en obtenant un prêt. Ai-je le droit de demander une décharge partielle ou totale de mon engagement si le juge constate que mon obligation est disproportionnée à mes revenus et à mon patrimoine ?,5985
3728,"Un individu est déclaré admissible au règlement collectif de dettes. Est-il autorisé à effectuer des actes susceptibles de favoriser un créancier sans autorisation du juge, selon l'article mentionné ?",5961
